id,timestamp,age,gender,country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,region
959,2014-08-29 03:08:25,26,Male,United States,CA,No,No,Yes,Rarely,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,No,No,No comments,North America
960,2014-08-29 04:39:23,33,Male,United Kingdom,Not USA,No,No,No,Unknown,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,No comments,Europe
961,2014-08-29 04:53:12,32,Male,United Kingdom,Not USA,No,No,No,Unknown,6-25,No,Yes,Don't know,No,No,No,Don't know,Very easy,No,No,No,Yes,No,Maybe,No,No,No comments,Europe
962,2014-08-29 05:15:30,25,Male,Germany,Not USA,Yes,No,No,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Yes,Yes,Yes,No,No comments,Europe
963,2014-08-29 05:24:07,35,Male,Germany,Not USA,Yes,No,Yes,Sometimes,26-100,Yes,No,Don't know,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,Yes,No,No,Maybe,Don't know,No,No comments,Europe
964,2014-08-29 05:39:21,24,Male,United Kingdom,Not USA,Yes,Yes,No,Often,1-5,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,No comments,Europe
965,2014-08-29 05:47:19,55,Male,United Kingdom,Not USA,No,No,Yes,Often,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,Maybe,No,Some of them,No,Maybe,No,Yes,No comments,Europe
966,2014-08-29 05:54:26,33,Male,United Kingdom,Not USA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes,No comments,Europe
967,2014-08-29 05:57:48,26,Female,United Kingdom,Not USA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,I am a Trans woman and suffer from depression relating to that. I'm a contractor so I've answered the questions as relating to my current contract.,Europe
968,2014-08-29 06:06:46,25,Male,United Kingdom,Not USA,No,No,No,Never,6-25,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No,No comments,Europe
969,2014-08-29 06:37:49,45,Male,United Kingdom,Not USA,No,Yes,No,Rarely,100-500,No,No,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,No comments,Europe
970,2014-08-29 06:42:57,33,Female,United Kingdom,Not USA,Yes,No,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No,No comments,Europe
971,2014-08-29 07:12:43,43,Male,United States,MI,No,No,No,Sometimes,More than 1000,Yes,Yes,No,Not sure,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes,No comments,North America
972,2014-08-29 07:21:30,30,Male,United Kingdom,Not USA,Yes,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,No,Yes,Yes,No comments,Europe
973,2014-08-29 07:28:17,40,Male,United States,IN,No,Yes,Yes,Rarely,6-25,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,No comments,North America
974,2014-08-29 07:51:42,49,Male,United States,GA,No,Yes,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,No,No,Yes,No,Thank you for shining a light on this topic.,North America
975,2014-08-29 08:26:36,29,Male,Germany,Not USA,No,No,No,Unknown,6-25,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,No comments,Europe
976,2014-08-29 08:36:24,26,Male,Germany,Not USA,No,No,No,Unknown,500-1000,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,No comments,Europe
977,2014-08-29 08:46:31,38,Male,United States,WA,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes,No comments,North America
978,2014-08-29 08:53:19,27,Male,France,Not USA,No,Yes,No,Unknown,500-1000,No,No,Yes,Yes,Don't know,No,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,Yes,No comments,Europe
979,2014-08-29 08:54:23,26,Male,Belgium,Not USA,No,No,No,Never,6-25,No,Yes,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No,No comments,Europe
980,2014-08-29 08:57:14,28,Male,United Kingdom,Not USA,No,Yes,Yes,Often,26-100,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No,No,No,No comments,Europe
981,2014-08-29 08:57:42,40,Male,United States,ME,No,Yes,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No,No comments,North America
982,2014-08-29 08:59:08,37,Female,Canada,Not USA,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,Yes,No comments,North America
983,2014-08-29 08:59:40,34,Female,United Kingdom,Not USA,No,Yes,Yes,Often,26-100,Yes,No,Yes,Yes,No,Yes,No,Somewhat easy,Yes,Yes,Some of them,No,No,No,Don't know,No,No comments,Europe
984,2014-08-29 09:01:01,28,Male,United States,NY,No,Yes,Yes,Often,100-500,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,No comments,North America
985,2014-08-29 09:01:45,27,Male,Canada,Not USA,No,No,No,Never,26-100,No,Yes,Yes,Not sure,Yes,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,No comments,North America
986,2014-08-29 09:02:04,29,Male,United Kingdom,Not USA,No,No,Yes,Sometimes,6-25,Yes,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,No,Yes,Yes,No,No comments,Europe
987,2014-08-29 09:02:56,39,Female,United Kingdom,Not USA,No,Yes,No,Rarely,500-1000,Yes,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes,No comments,Europe
988,2014-08-29 09:03:50,28,Male,United Kingdom,Not USA,No,No,No,Often,6-25,No,Yes,No,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,Yes,Yes,No,No comments,Europe
989,2014-08-29 09:10:08,23,Male,United States,PA,No,Yes,No,Sometimes,26-100,No,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,No,No,No,No,No,Maybe,Don't know,No,No comments,North America
990,2014-08-29 09:10:58,31,Other/Prefer not to say,"Bahamas, The",IL,Yes,Yes,Yes,Often,1-5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,North America
991,2014-08-29 09:12:16,38,Male,United Kingdom,Not USA,No,No,No,Unknown,1-5,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,No comments,Europe
992,2014-08-29 09:13:43,19,Male,United Kingdom,Not USA,No,No,No,Unknown,6-25,No,Yes,Yes,No,No,Yes,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No,No comments,Europe
993,2014-08-29 09:14:45,30,Female,United States,IL,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Don't know,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No,No comments,North America
994,2014-08-29 09:15:05,28,Male,United Kingdom,Not USA,Yes,No,No,Unknown,1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,No,No,No,No,Yes,No,No comments,Europe
995,2014-08-29 09:15:52,20,Male,India,Not USA,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,Yes,No,No comments,Asia
996,2014-08-29 09:19:25,35,Male,United Kingdom,Not USA,Yes,No,No,Sometimes,1-5,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,No comments,Europe
997,2014-08-29 09:24:34,39,Male,United States,MN,No,No,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,No,Don't know,No,No comments,North America
998,2014-08-29 09:23:22,31,Female,United States,TX,No,Yes,No,Never,More than 1000,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,No comments,North America
999,2014-08-29 09:23:44,32,Male,United Kingdom,Not USA,No,No,No,Rarely,500-1000,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,No comments,Europe
1000,2014-08-29 09:27:12,27,Male,Sweden,Not USA,No,No,No,Unknown,6-25,No,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,No comments,Europe
1001,2014-08-29 09:29:37,25,Male,United States,PA,No,Yes,Yes,Often,6-25,Yes,Yes,Yes,Yes,No,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,No comments,North America
1002,2014-08-29 09:31:37,42,Male,United States,IN,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,No comments,North America
1003,2014-08-29 09:31:49,34,Male,United States,PA,No,Yes,Yes,Often,100-500,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No,No comments,North America
1004,2014-08-29 09:33:43,26,Female,United States,OH,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,Maybe,Maybe,Don't know,Yes,No comments,North America
1005,2014-08-29 09:35:46,35,Male,United Kingdom,Not USA,No,Yes,Yes,Sometimes,1-5,No,Yes,No,Yes,No,No,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe,Yes,Yes,No comments,Europe
1006,2014-08-29 09:36:04,34,Male,United Kingdom,Not USA,No,No,No,Never,500-1000,No,Yes,Don't know,No,No,Don't know,Don't know,Very easy,Maybe,No,Yes,Yes,No,No,Yes,No,No comments,Europe
1007,2014-08-29 09:36:46,38,Male,United States,PA,No,Yes,Yes,Sometimes,100-500,Yes,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No,While mental health is a part of our insurance program the UCR is 50% of 140% of medicare which means a solo mental health practitioner who will charge in my area $150-$180 a session will only result in a $45-$60 reimbursement and thus a very high out of pocket expense. This usage of a different schedule for UCR and often the lower rate is very hard to determine before purchasing insurance even in the new health insurance exchanges.,North America
1008,2014-08-29 09:40:13,34,Male,United States,SD,No,No,No,Sometimes,100-500,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,No comments,North America
1009,2014-08-29 09:42:23,39,Male,United States,IN,No,Yes,Yes,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,No comments,North America
1010,2014-08-29 09:46:56,44,Female,United States,CA,No,No,No,Unknown,100-500,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No,No comments,North America
1011,2014-08-29 09:47:10,40,Male,United States,TN,No,No,No,Unknown,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,No,Yes,No,No,Don't know,No,No comments,North America
1012,2014-08-29 09:47:30,33,Female,United States,TX,Yes,No,No,Never,1-5,Yes,Yes,No,Yes,Don't know,Don't know,Yes,Somewhat easy,Maybe,No,No,Some of them,No,No,Yes,No,No comments,North America
1013,2014-08-29 09:51:35,24,Female,United States,TN,No,Yes,No,Sometimes,More than 1000,No,No,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes,No comments,North America
1014,2014-08-29 09:53:38,38,Female,United States,OR,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,No comments,North America
1015,2014-08-29 09:53:50,31,Male,United States,SD,No,No,No,Sometimes,More than 1000,No,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,Yes,No,No comments,North America
1016,2014-08-29 09:54:01,23,Male,Israel,Not USA,No,No,No,Unknown,100-500,No,Yes,Don't know,Not sure,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No,No comments,Asia
1017,2014-08-29 09:54:11,26,Female,United States,NY,No,No,No,Unknown,6-25,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,No comments,North America
1018,2014-08-29 09:58:55,46,Female,United States,CT,No,No,Yes,Often,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,Some of them,No,No,No,Yes,No comments,North America
1019,2014-08-29 09:59:39,30,Male,United States,CA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,No comments,North America
1020,2014-08-29 10:03:24,25,Male,United States,Not USA,No,No,No,Rarely,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Yes,Don't know,Yes,My work is using my brain. I do it incredibly well.I make an effort to avoid diagnosis of anything mental health related because I am convinced it would only affect me negatively.,North America
1021,2014-08-29 10:05:57,19,Male,Canada,Not USA,No,No,No,Never,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No,No comments,North America
1022,2014-08-29 10:06:29,30,Female,United States,GA,No,Yes,Yes,Sometimes,500-1000,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,No,Yes,No comments,North America
1023,2014-08-29 10:12:10,32,Male,United States,TN,No,No,No,Never,6-25,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,No comments,North America
1024,2014-08-29 10:13:39,32,Male,United Kingdom,Not USA,No,No,No,Unknown,6-25,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,No,No comments,Europe
1025,2014-08-29 10:13:43,37,Male,United States,IN,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,My employer is extremely easy to work with and e.g. I have enormous leeway with flex time so I could take care of myself under that umbrella but I don't know and don't have a history of bring up mental health at the workplace so I am cautious in that area.,North America
1026,2014-08-29 10:16:45,42,Male,United States,CA,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,No comments,North America
1027,2014-08-29 10:27:15,25,Female,United States,OR,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,No,Yes,No,No comments,North America
1028,2014-08-29 10:30:09,19,Male,United States,IN,No,No,No,Sometimes,1-5,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,No comments,North America
1029,2014-08-29 10:32:24,40,Female,United States,GA,No,Yes,No,Never,100-500,Yes,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,No comments,North America
1030,2014-08-29 10:33:45,34,Male,United States,IN,No,No,No,Unknown,More than 1000,No,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No,No comments,North America
1031,2014-08-29 10:38:23,26,Male,United States,MN,No,Yes,No,Unknown,6-25,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,No comments,North America
1032,2014-08-29 10:38:29,31,Male,United States,MN,No,Yes,Yes,Rarely,6-25,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,No,No comments,North America
1033,2014-08-29 10:55:24,40,Male,United States,NC,No,Yes,No,Sometimes,More than 1000,Yes,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No,No comments,North America
1034,2014-08-29 10:59:57,31,Female,United States,FL,No,Yes,Yes,Often,26-100,No,Yes,No,No,No,No,No,Very difficult,Yes,No,No,No,No,Yes,No,Yes,No comments,North America
1035,2014-08-29 11:01:41,36,Male,United States,MN,No,No,No,Never,100-500,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,Yes,No comments,North America
1036,2014-08-29 11:02:23,35,Male,Canada,Not USA,No,Yes,No,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,No,Some of them,No,No,Don't know,No,No comments,North America
1037,2014-08-29 11:04:19,26,Male,Australia,Not USA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Yes,Don't know,No,No,Yes,Yes,No,Maybe,Yes,No,The questions related to employer-provided health benefits are largely irrelevant to where I live Australia so I'd discount them.,Oceania
1038,2014-08-29 11:05:00,44,Male,United States,MO,No,No,No,Unknown,More than 1000,Yes,No,Don't know,No,Don't know,Don't know,Yes,Don't know,Yes,No,Some of them,No,No,No,No,No,No comments,North America
1039,2014-08-29 11:11:00,34,Female,United States,CA,No,No,No,Sometimes,1-5,No,Yes,No,Not sure,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,No comments,North America
1040,2014-08-29 11:12:22,35,Male,United States,OR,No,No,No,Unknown,6-25,Yes,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,No comments,North America
1041,2014-08-29 11:19:46,28,Female,United States,OH,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Maybe,No,No,No comments,North America
1042,2014-08-29 11:20:13,33,Male,United States,NY,No,No,No,Unknown,6-25,Yes,Yes,Yes,No,Don't know,Yes,Yes,Don't know,No,No,Some of them,Yes,No,No,Yes,No,No comments,North America
1043,2014-08-29 11:20:28,40,Male,United States,WI,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,No comments,North America
1044,2014-08-29 11:20:52,26,Male,United States,WA,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,No comments,North America
1045,2014-08-29 11:22:46,29,Female,United Kingdom,Not USA,No,No,Yes,Often,More than 1000,No,No,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Yes,No,Yes,No comments,Europe
1046,2014-08-29 11:23:21,26,Female,Canada,Not USA,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Not sure,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,No comments,North America
1047,2014-08-29 11:24:48,33,Male,Italy,Not USA,No,Yes,Yes,Sometimes,6-25,No,Yes,No,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,I suffered of panic attacks and agoraphobia for about 10 years.,Europe
1048,2014-08-29 11:25:30,28,Male,Brazil,Not USA,No,Yes,No,Sometimes,100-500,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,Yes,No comments,South America
1049,2014-08-29 11:27:47,41,Male,United States,IL,Yes,No,Yes,Often,1-5,Yes,No,No,Yes,Yes,Yes,Yes,Very difficult,No,No,Some of them,Some of them,No,No,Yes,Yes,No comments,North America
1050,2014-08-29 11:32:22,39,Male,United Kingdom,Not USA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,Yes,These result may be a tad confusing so a summary follows.* Currently self-employed so employer is me :)* Last place of employment was amazing when I first discovered I was bi-polar and helped me as long as I was there up to and including a mental health course for the whole team (although no mention why to others which was great).* I've never had a negative reaction yet but I know others who have.* I've been very lucky with company I keep which is why my experience is largely good.,Europe
1051,2014-08-29 11:32:44,26,Female,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,No,Yes,I should note one of the places my employer fails with regards to mental health is that the company-paid health insurance policy does not cover trans healthcare needs.,North America
1052,2014-08-29 11:33:54,23,Female,United States,IL,No,Yes,No,Sometimes,26-100,No,No,No,No,No,No,Don't know,Somewhat difficult,Yes,No,No,Some of them,No,Maybe,No,No,No comments,North America
1053,2014-08-29 11:34:07,35,Male,Switzerland,Not USA,No,Yes,Yes,Often,More than 1000,No,Yes,Don't know,Not sure,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,Maybe,No,No,No comments,Europe
1054,2014-08-29 11:36:38,36,Male,United States,FL,No,No,No,Never,1-5,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,No comments,North America
1055,2014-08-29 11:39:33,42,Male,United States,TN,No,No,No,Rarely,More than 1000,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No,No comments,North America
1056,2014-08-29 11:40:29,39,Male,United States,WA,No,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,No,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,No comments,North America
1057,2014-08-29 11:43:12,27,Male,United States,CA,No,No,No,Never,6-25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No,No comments,North America
1058,2014-08-29 11:44:33,33,Male,United States,FL,Yes,No,No,Never,6-25,Yes,Yes,Don't know,No,No,No,No,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,No comments,North America
1059,2014-08-29 11:46:27,31,Male,Canada,Not USA,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,No comments,North America
1060,2014-08-29 11:53:59,28,Female,United States,OR,No,No,Yes,Rarely,6-25,No,Yes,Yes,Yes,Don't know,Yes,Yes,Very easy,No,No,Some of them,Some of them,No,Yes,Don't know,No,No comments,North America
1061,2014-08-29 11:54:38,29,Female,United States,NJ,No,No,Yes,Often,More than 1000,Yes,No,Yes,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,No comments,North America
1062,2014-08-29 11:56:18,27,Male,United States,CA,No,No,Yes,Sometimes,100-500,No,Yes,Don't know,Not sure,No,No,Yes,Very difficult,Maybe,No,Some of them,No,No,Maybe,No,No,No comments,North America
1063,2014-08-29 12:00:33,44,Male,United States,FL,Yes,No,No,Never,1-5,Yes,Yes,Don't know,No,No,No,Yes,Somewhat difficult,No,No,No,No,No,No,Don't know,No,No comments,North America
1064,2014-08-29 12:08:12,25,Male,United States,UT,No,No,Yes,Often,6-25,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,Don't know,No,No comments,North America
1065,2014-08-29 12:15:57,24,Male,Germany,Not USA,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,Don't know,No,Thank you this is very important.,Europe
1066,2014-08-29 12:20:01,25,Male,South Africa,Not USA,No,Yes,Yes,Often,6-25,No,No,Don't know,No,No,No,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,No,Yes,No comments,Africa
1067,2014-08-29 12:26:21,34,Male,United States,NJ,No,No,No,Never,6-25,Yes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,No,No comments,North America
1068,2014-08-29 12:27:54,26,Male,United States,PA,No,No,No,Never,More than 1000,No,No,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,Maybe,No,No,Yes,No,No,Don't know,No,No comments,North America
1069,2014-08-29 12:45:11,48,Male,United States,IN,No,No,No,Never,26-100,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,No comments,North America
1070,2014-08-29 12:48:20,34,Male,Greece,Not USA,No,No,No,Unknown,26-100,Yes,Yes,No,No,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,No,No comments,Europe
1071,2014-08-29 12:54:31,39,Female,United States,OH,No,No,Yes,Sometimes,6-25,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,I've never heard of a workplace that would actually allow you to call off for mental health reasons. So many places require a doctor's note for calling off sick. It's all set up to make you feel worse if you can't just suck it up. Thanks for working to change this!!!,North America
1072,2014-08-29 13:17:33,43,Male,United States,OH,No,No,No,Sometimes,More than 1000,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,No comments,North America
1073,2014-08-29 13:23:40,41,Male,United States,IL,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Yes,Yes,No comments,North America
1074,2014-08-29 13:58:25,25,Male,United States,IN,No,No,No,Never,More than 1000,No,No,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,No comments,North America
1075,2014-08-29 14:04:59,31,Male,United States,CA,No,No,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No,No comments,North America
1076,2014-08-29 14:09:21,40,Male,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,No,No,No,Maybe,No,Yes,No comments,North America
1077,2014-08-29 14:31:00,43,Male,United States,VA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,No,This survey was tough as a self-employed individual. You may wish to discard responses from self employed people for much of your analysis.,North America
